COLL_NOM,COLL_SIRET,JOUR,ANNEE 2020,ANNEE 2021,ANNEE 2022,ANNEE 2023,ANNEE 2024
Antibes,21060004500012,10-mai,,,,18.5,
Antibes,21060004500012,11-mai,,16,17.8,,
Antibes,21060004500012,12-mai,,,,,
Antibes,21060004500012,13-mai,,,,,
Antibes,21060004500012,14-mai,,,,,
Antibes,21060004500012,15-mai,,,,,18.6
Antibes,21060004500012,16-mai,,,,17.9,19.0
Antibes,21060004500012,17-mai,,,,,
Antibes,21060004500012,18-mai,,16.3,20.4,,
Antibes,21060004500012,19-mai,,,,,
Antibes,21060004500012,20-mai,,,,,
Antibes,21060004500012,21-mai,,,,,
Antibes,21060004500012,22-mai,,,,,19.8
Antibes,21060004500012,23-mai,,,,,
Antibes,21060004500012,24-mai,,,22,19.7,
Antibes,21060004500012,25-mai,,,,,
Antibes,21060004500012,26-mai,,17.6,,,
Antibes,21060004500012,27-mai,,,,,
Antibes,21060004500012,28-mai,,,,,
Antibes,21060004500012,29-mai,,,,,21.5
Antibes,21060004500012,30-mai,,,,,
Antibes,21060004500012,31-mai,,20.5,,20,
Antibes,21060004500012,1-juin,,18.8,23.1,20.4,
Antibes,21060004500012,2-juin,20.4,19.3,,20.8,
Antibes,21060004500012,3-juin,20.6,20.1,,,21.5
Antibes,21060004500012,4-juin,18.4,,,,
Antibes,21060004500012,5-juin,18.9,,,21.1,22.9
Antibes,21060004500012,6-juin,,,,20.5,
Antibes,21060004500012,7-juin,,21.5,24,20.6,
Antibes,21060004500012,8-juin,19.8,21,24.3,21.1,
Antibes,21060004500012,9-juin,20.5,21.1,23.3,21.3,
Antibes,21060004500012,10-juin,19.5,21,23.8,,23.9
Antibes,21060004500012,11-juin,18.6,20.5,,,
Antibes,21060004500012,12-juin,19.8,,,21.9,23.3
Antibes,21060004500012,13-juin,,,23.6,21.8,
Antibes,21060004500012,14-juin,,23.7,25,22.4,
Antibes,21060004500012,15-juin,19.8,23.8,24.3,22.2,
Antibes,21060004500012,16-juin,20.6,24.1,25.5,22.4,
Antibes,21060004500012,17-juin,20.5,24.4,26.4,,23.8
Antibes,21060004500012,18-juin,22.2,23.6,,,22.6
Antibes,21060004500012,19-juin,23.3,,,23.5,
Antibes,21060004500012,20-juin,,,26.2,23.3,
Antibes,21060004500012,21-juin,,24,26,23.5,
Antibes,21060004500012,22-juin,21.4,23.2,25.1,23.7,
Antibes,21060004500012,23-juin,21.7,23.6,24.7,23.8,
Antibes,21060004500012,24-juin,22,23.3,24.8,,21.5
Antibes,21060004500012,25-juin,23.1,24.5,,,21.5
Antibes,21060004500012,26-juin,23.9,,,24,22.8
Antibes,21060004500012,27-juin,,,23.8,24.5,
Antibes,21060004500012,28-juin,,23.4,24.2,25.3,
Antibes,21060004500012,29-juin,23.7,23.9,23.8,25.3,
Antibes,21060004500012,30-juin,24,,24.36,25.2,
Antibes,21060004500012,1-juil.,24.3,21.9,25.2,,23.3
Antibes,21060004500012,2-juil.,25.6,21.8,,,24.8
Antibes,21060004500012,3-juil.,23.9,,,25.5,23.6
Antibes,21060004500012,4-juil.,,,26,24.8,24.8
Antibes,21060004500012,5-juil.,,23.1,26.3,25.3,24.1
Antibes,21060004500012,6-juil.,24.7,24.3,26,25.4,
Antibes,21060004500012,7-juil.,24.4,25,26.5,25.9,
Antibes,21060004500012,8-juil.,24.6,25.3,26.1,,25.2
Antibes,21060004500012,9-juil.,24.4,,,,26.6
Antibes,21060004500012,10-juil.,24.5,,,26.7,27.8
Antibes,21060004500012,11-juil.,,,27,27,25.2
Antibes,21060004500012,12-juil.,,24.6,26.8,27.5,25.8
Antibes,21060004500012,13-juil.,,25,,27.7,
Antibes,21060004500012,14-juil.,,,,,
Antibes,21060004500012,15-juil.,24.9,23.5,,,27.1
Antibes,21060004500012,16-juil.,24.9,23.6,,,27.1
Antibes,21060004500012,17-juil.,24.9,23.8,,27.7,28.1
Antibes,21060004500012,18-juil.,,,28.1,27.7,28.6
Antibes,21060004500012,19-juil.,,23.8,27.7,27.5,26.2
Antibes,21060004500012,20-juil.,25.1,24.9,28,27.3,
Antibes,21060004500012,21-juil.,25,24.8,27.8,28,
Antibes,21060004500012,22-juil.,25.3,25.3,27.8,,28
Antibes,21060004500012,23-juil.,25.6,24.7,,,26.6
Antibes,21060004500012,24-juil.,26,,,26.4,27.7
Antibes,21060004500012,25-juil.,,,29.1,26.6,28.2
Antibes,21060004500012,26-juil.,,25.5,28.5,20.7,28.1
Antibes,21060004500012,27-juil.,25.8,25.7,28.5,22.5,
Antibes,21060004500012,28-juil.,25.9,24.6,28.5,24.5,
Antibes,21060004500012,29-juil.,26,25.4,28.2,,29.5
Antibes,21060004500012,30-juil.,25.8,26.3,,,29.4
Antibes,21060004500012,31-juil.,26.4,,,26.1,29.3
Antibes,21060004500012,1-août,,,27.3,25.3,
Antibes,21060004500012,2-août,,23.2,27,26,
Antibes,21060004500012,3-août,26.5,24.1,27.5,25.9,
Antibes,21060004500012,4-août,26.2,23.3,27.6,21,
Antibes,21060004500012,5-août,25.7,23,27.5,,29
Antibes,21060004500012,6-août,25.8,23.8,,,28.1
Antibes,21060004500012,7-août,25.9,,,23.5,29.2
Antibes,21060004500012,8-août,,,27.1,23,
Antibes,21060004500012,9-août,,26,27.5,23.6,
Antibes,21060004500012,10-août,26.8,25.3,27.2,23.8,
Antibes,21060004500012,11-août,26,25.1,26.7,24.1,
Antibes,21060004500012,12-août,26.3,25.8,27.2,,29.9
Antibes,21060004500012,13-août,26.2,25.6,,,
Antibes,21060004500012,14-août,25.9,,,,28.8
Antibes,21060004500012,15-août,,,,,27.1
Antibes,21060004500012,16-août,,26.4,26.6,24.7,
Antibes,21060004500012,17-août,26.2,26.5,26,24.9,
Antibes,21060004500012,18-août,26.1,25.5,25.3,25,
Antibes,21060004500012,19-août,26.4,25.6,26,,28.5
Antibes,21060004500012,20-août,26.7,25.9,,,
Antibes,21060004500012,21-août,26.5,,,26,28.2
Antibes,21060004500012,22-août,,,26.3,26.4,
Antibes,21060004500012,23-août,,25.5,26.6,26.1,
Antibes,21060004500012,24-août,26.4,25.8,26.1,26.5,
Antibes,21060004500012,25-août,26.3,25.1,26.5,26.4,
Antibes,21060004500012,26-août,26.4,25.1,27.2,,27.7
Antibes,21060004500012,27-août,26.6,25.2,,,
Antibes,21060004500012,28-août,25.8,,,23.7,28.5
Antibes,21060004500012,29-août,,,26.7,22.8,28.4
Antibes,21060004500012,30-août,,24.4,26.4,22.5,27.9
Antibes,21060004500012,31-août,21.9,24.1,26.1,23.1,
Antibes,21060004500012,1-sept.,22,24.1,26.2,23.6,
Antibes,21060004500012,2-sept.,21.4,23.2,26,,27.9
Antibes,21060004500012,3-sept.,22.6,24,,,
Antibes,21060004500012,4-sept.,22.5,,,23.9,25.9
Antibes,21060004500012,5-sept.,,,26.1,24,26.6
Antibes,21060004500012,6-sept.,,23.7,25.7,24.3,26.6
Antibes,21060004500012,7-sept.,23.4,23.6,26.3,24.8,
Antibes,21060004500012,8-sept.,23.7,24,26.7,24.9,
Antibes,21060004500012,9-sept.,24.4,23.6,25.7,,25.2
Antibes,21060004500012,10-sept.,24.2,23.8,,,
Antibes,21060004500012,11-sept.,23.6,,,24.7,26.2
Antibes,21060004500012,12-sept.,,,24,25.2,
Antibes,21060004500012,13-sept.,,24.1,25.2,25.2,
Antibes,21060004500012,14-sept.,23.8,23.8,24.2,23.7,
Antibes,21060004500012,15-sept.,24,23.4,25.1,23.5,
Antibes,21060004500012,16-sept.,23.8,23.5,24.9,,25.2
Antibes,21060004500012,17-sept.,23.9,23.2,,,
Antibes,21060004500012,18-sept.,23.8,,,23.7,23.2
Antibes,21060004500012,19-sept.,,,24,22.8,
Antibes,21060004500012,20-sept.,,21.8,24.5,23.3,
Antibes,21060004500012,21-sept.,23,21.4,23.8,23.7,
Antibes,21060004500012,22-sept.,22.9,22,23.6,23.1,
Antibes,21060004500012,23-sept.,23.1,22.4,,,22.1
Antibes,21060004500012,24-sept.,23.6,22.2,,,21.9
Antibes,21060004500012,25-sept.,23.1,,,20.7,22.2
Antibes,21060004500012,26-sept.,,,23,20.9,
Antibes,21060004500012,27-sept.,,23.7,21.6,21.2,
Antibes,21060004500012,28-sept.,19,22.5,21.5,22.1,
Antibes,21060004500012,29-sept.,18.7,22,20.5,22.2,
Antibes,21060004500012,30-sept.,19.5,22.6,19.9,,19.9
Antibes,21060004500012,1-oct.,,22.7,,,
Antibes,21060004500012,2-oct.,,,,,
Antibes,21060004500012,3-oct.,,,,,
Antibes,21060004500012,4-oct.,,,,22.4,
Antibes,21060004500012,5-oct.,15.1,,21.5,,
Antibes,21060004500012,6-oct.,,21.1,,,
Antibes,21060004500012,7-oct.,,,,,
Antibes,21060004500012,8-oct.,,,,,
Antibes,21060004500012,9-oct.,,,,,
Antibes,21060004500012,10-oct.,,,20.6,,20.9
Antibes,21060004500012,11-oct.,,,,22.2,
Antibes,21060004500012,12-oct.,19.9,,,,
Antibes,21060004500012,13-oct.,,,,,
Antibes,21060004500012,14-oct.,,,,,
Antibes,21060004500012,15-oct.,,,,,19.2
Antibes,21060004500012,16-oct.,,,,,
Antibes,21060004500012,17-oct.,,,,21.2,
Antibes,21060004500012,18-oct.,,,,,
Antibes,21060004500012,19-oct.,,,20.1,,
Antibes,21060004500012,20-oct.,,,,,
Antibes,21060004500012,21-oct.,17.8,19.8,,,
Antibes,21060004500012,22-oct.,,,,,20.4
Antibes,21060004500012,23-oct.,,,,,
Antibes,21060004500012,24-oct.,,,,,
Antibes,21060004500012,25-oct.,,,,19.4,
Antibes,21060004500012,26-oct.,,,20.6,,
Antibes,21060004500012,27-oct.,,,,,
Antibes,21060004500012,28-oct.,,18.7,,,
Antibes,21060004500012,29-oct.,15.9,,,,19.4
Antibes,21060004500012,30-oct.,,,,,
Antibes,21060004500012,31-oct.,,,,,
Antibes,21060004500012,1-nov.,,,,,
Antibes,21060004500012,2-nov.,,,20.4,,
Antibes,21060004500012,3-nov.,,17.8,,,
Antibes,21060004500012,4-nov.,16.8,,,,
Antibes,21060004500012,5-nov.,,,,,18.5
Antibes,21060004500012,6-nov.,,,,,
Antibes,21060004500012,7-nov.,,,,,
Antibes,21060004500012,8-nov.,,,,15.7,
Antibes,21060004500012,9-nov.,,17.6,19.4,,
Antibes,21060004500012,10-nov.,,,,,
Antibes,21060004500012,11-nov.,,,,,
Antibes,21060004500012,12-nov.,16.9,,,,17.3
Antibes,21060004500012,13-nov.,,,,,
Antibes,21060004500012,14-nov.,,,,,
Antibes,21060004500012,15-nov.,,,,18.1,
Antibes,21060004500012,16-nov.,,,19.1,,
Antibes,21060004500012,17-nov.,,17.4,,,
Antibes,21060004500012,18-nov.,17,,,,
Antibes,21060004500012,19-nov.,,,,,17.8
Antibes,21060004500012,20-nov.,,,,,
Antibes,21060004500012,21-nov.,,,,,
Antibes,21060004500012,22-nov.,,,,16,
Antibes,21060004500012,23-nov.,,,,,
Antibes,21060004500012,24-nov.,,16.5,17.7,,
Antibes,21060004500012,25-nov.,,,,,
Antibes,21060004500012,26-nov.,,,,,15.7
Antibes,21060004500012,27-nov.,,,,,
Antibes,21060004500012,28-nov.,,,,,
Antibes,21060004500012,29-nov.,,,,15.5,
Antibes,21060004500012,30-nov.,,,17.1,,
Antibes,21060004500012,1-dec,,15.5,,,
Antibes,21060004500012,2-dec,15.6,,,,
Antibes,21060004500012,3-dec,,,,,13.7
Antibes,21060004500012,4-dec,,,,,
Antibes,21060004500012,5-dec,,,,,
Antibes,21060004500012,6-dec,,,,14.4,
Antibes,21060004500012,7-dec,,,15.3,,
Antibes,21060004500012,8-dec,,15.1,,,
Antibes,21060004500012,9-dec,13.5,,,,
Antibes,21060004500012,10-dec,,,,,
Antibes,21060004500012,11-dec,,,,,
Antibes,21060004500012,12-dec,,,,,
Antibes,21060004500012,13-dec,,,,15.2,
Antibes,21060004500012,14-dec,,,,,
Antibes,21060004500012,15-dec,,14.5,14.8,,
Antibes,21060004500012,16-dec,14.2,,,,
Antibes,21060004500012,17-dec,,,,,
Antibes,21060004500012,18-dec,,,,,
Antibes,21060004500012,19-dec,,,,,13.6
Antibes,21060004500012,20-dec,,,,13.4,
Antibes,21060004500012,21-dec,,,15.5,,
Antibes,21060004500012,22-dec,,13.8,,,
Antibes,21060004500012,23-dec,12.1,,,,
Antibes,21060004500012,24-dec,,13.4,,,
Antibes,21060004500012,25-dec,,,,,
Antibes,21060004500012,26-dec,,,,,13.8
Antibes,21060004500012,27-dec,,,,14.1,
Antibes,21060004500012,28-déc.,,,,,
Antibes,21060004500012,29-dec,,,15.4,,
Antibes,21060004500012,30-dec,,,,,13.1
Antibes,21060004500012,31-dec,,,,,
